,PM2.5_Concentration(microgram/m3),Ozone_Concentration(microgram/m3),NOx_Concentration(ppb),Temperature(Celsius),Wind_Speed(m/s),Relative_Humidity(%),Solar_Radiation(w/m2)
2016-01-18 05:00:00,220.5,20.69,338.72,3.69,0.3,86.0,2.83
2016-01-18 06:00:00,215.67,20.7,397.95,3.86,0.3,86.17,2.5
2016-01-18 07:00:00,213.67,22.12,585.54,4.08,0.3,86.75,14.08
2016-01-18 08:00:00,268.67,22.86,555.67,5.88,0.64,86.5,63.0
2016-01-18 09:00:00,295.17,22.82,306.46,8.91,1.02,82.33,130.58
2016-01-18 10:00:00,259.67,30.67,166.06,12.76,1.05,65.33,214.5
2016-01-18 11:00:00,244.17,67.33,120.47,16.77,1.07,48.33,279.17
2016-01-18 12:00:00,194.17,115.74,90.38,16.99,1.86,45.5,265.92
2016-01-18 13:00:00,185.17,134.94,118.36,16.31,1.7,50.83,193.75
2016-01-18 14:00:00,284.33,151.63,110.06,16.6,1.54,49.17,164.42
2016-01-18 15:00:00,264.73,180.67,82.69,16.31,1.42,43.25,109.42
2016-01-18 16:00:00,210.5,136.42,94.12,15.05,0.94,45.75,50.08
2016-01-18 17:00:00,200.82,35.58,176.27,12.67,0.5,57.08,10.42
2016-01-18 18:00:00,241.33,22.58,287.44,10.32,0.32,68.25,2.83
2016-01-18 19:00:00,269.83,22.64,334.15,9.37,0.35,73.75,2.83
2016-01-18 20:00:00,279.0,35.38,630.02,8.18,0.36,78.25,2.92
2016-01-18 21:00:00,378.0,25.15,396.39,8.24,0.37,81.08,2.83
2016-01-18 22:00:00,364.17,19.53,277.58,7.66,0.37,82.67,3.0
2016-01-18 23:00:00,290.2,16.53,174.82,7.38,0.32,84.08,2.75
2016-01-19 00:00:00,250.67,15.13,182.98,7.08,0.67,85.42,2.83
2016-01-19 01:00:00,259.17,13.48,100.96,6.84,0.75,86.0,2.58
2016-01-19 02:00:00,204.5,15.94,68.7,6.57,0.55,86.42,2.5
2016-01-19 03:00:00,175.0,15.15,62.27,6.29,0.68,87.0,2.67
2016-01-19 04:00:00,161.17,18.75,54.44,6.05,0.96,87.0,2.5
2016-01-19 05:00:00,141.5,26.8,42.97,5.91,1.13,87.0,2.58
2016-01-19 06:00:00,138.83,26.9,46.73,5.8,1.18,87.0,2.42
2016-01-19 07:00:00,143.83,18.9,83.38,6.11,1.18,87.42,5.0
2016-01-19 08:00:00,178.83,15.57,112.73,6.76,1.06,87.0,13.42
2016-01-19 09:00:00,212.33,19.3,104.58,7.34,1.09,86.33,38.67
2016-01-19 10:00:00,241.67,20.22,134.08,8.37,1.1,82.92,60.75
2016-01-19 11:00:00,281.5,29.37,114.97,9.8,1.24,75.92,124.42
2016-01-19 12:00:00,293.5,41.82,126.92,12.32,1.48,65.58,191.67
2016-01-19 13:00:00,317.33,38.94,137.65,13.08,1.53,63.08,176.58
2016-01-19 14:00:00,316.83,34.34,145.03,13.13,1.45,63.0,149.75
2016-01-19 15:00:00,280.0,47.97,150.38,12.37,1.32,65.5,83.67
2016-01-19 16:00:00,282.27,63.36,149.36,11.33,0.79,68.83,42.17
2016-01-19 17:00:00,312.33,58.62,157.45,9.89,0.93,72.75,9.17
2016-01-19 18:00:00,301.5,51.73,145.83,8.33,1.18,76.08,2.83
2016-01-19 19:00:00,311.67,52.11,208.47,7.5,0.84,78.58,2.92
2016-01-19 20:00:00,302.83,52.07,168.08,7.03,1.59,80.08,2.92
2016-01-19 21:00:00,317.5,46.61,134.06,6.3,1.26,81.25,3.0
2016-01-19 22:00:00,307.0,40.17,127.1,5.78,0.69,82.25,3.0
2016-01-19 23:00:00,240.67,42.47,127.97,5.78,0.77,83.5,3.0
2016-01-20 00:00:00,234.0,32.27,93.91,6.41,1.19,83.5,3.0
2016-01-20 01:00:00,227.67,32.5,74.33,6.74,0.86,83.92,2.92
2016-01-20 02:00:00,199.17,35.99,68.01,7.01,0.95,83.92,2.83
2016-01-20 03:00:00,216.17,38.85,64.88,7.0,0.73,83.92,2.92
2016-01-20 04:00:00,220.0,42.07,59.4,6.88,0.65,84.0,3.0
2016-01-20 05:00:00,213.17,32.68,93.55,6.67,1.22,83.58,2.92
2016-01-20 06:00:00,226.33,28.06,93.21,5.97,0.45,83.58,3.08
2016-01-20 07:00:00,232.83,37.78,105.62,6.02,0.3,84.0,6.08
2016-01-20 08:00:00,338.5,37.35,138.31,6.44,0.35,82.92,15.17
2016-01-20 09:00:00,353.67,57.58,87.23,7.1,1.4,78.5,43.33
2016-01-20 10:00:00,262.33,90.05,70.74,7.92,1.75,73.17,77.58
2016-01-20 11:00:00,240.0,101.28,72.96,9.0,1.48,68.58,116.67
2016-01-20 12:00:00,243.17,135.75,70.53,10.51,1.9,62.92,223.83
2016-01-20 13:00:00,228.0,173.03,65.27,11.75,2.5,57.92,245.0
2016-01-20 14:00:00,198.0,173.06,64.43,12.01,2.19,57.33,200.83
2016-01-20 15:00:00,199.5,168.96,65.58,11.32,1.93,59.33,121.17
2016-01-20 16:00:00,210.83,141.3,75.39,10.11,1.53,62.83,54.25
2016-01-20 17:00:00,231.17,79.6,110.82,8.72,0.82,67.83,11.58
2016-01-20 18:00:00,242.17,40.93,217.7,7.32,0.47,73.25,3.0
2016-01-20 19:00:00,266.5,37.12,206.32,6.8,1.0,76.0,2.92
2016-01-20 20:00:00,245.5,27.45,179.94,6.04,0.89,77.42,3.0
2016-01-20 21:00:00,177.0,28.99,216.16,5.15,0.3,79.42,2.83
2016-01-20 22:00:00,177.33,35.98,345.59,4.53,0.3,81.5,3.0
2016-01-20 23:00:00,212.18,43.67,346.1,4.5,0.3,83.08,3.0
2016-01-21 00:00:00,261.5,42.86,260.26,4.55,0.43,84.25,2.83
2016-01-21 01:00:00,299.33,30.29,93.42,5.56,1.34,84.08,2.75
2016-01-21 02:00:00,172.0,43.78,63.55,5.5,1.11,83.25,3.0
2016-01-21 03:00:00,152.0,51.68,44.54,5.15,1.97,83.3,2.7
2016-01-21 12:00:00,193.0,96.5,64.88,12.49,2.26,49.58,324.67
2016-01-21 13:00:00,189.33,152.56,54.62,13.42,2.68,45.5,316.42
2016-01-21 14:00:00,151.36,183.59,59.02,14.03,2.48,43.67,265.58
2016-01-21 15:00:00,163.83,198.33,61.31,13.79,2.33,44.67,133.92
2016-01-21 16:00:00,174.67,177.42,79.03,12.85,1.74,47.33,51.08
2016-01-21 17:00:00,184.67,95.58,129.46,10.82,0.68,53.25,12.42
2016-01-21 18:00:00,197.17,42.46,300.23,8.38,0.31,64.75,2.92
2016-01-21 19:00:00,229.0,59.44,517.75,7.19,0.3,70.92,3.08
2016-01-21 20:00:00,292.33,71.52,595.9,6.42,0.3,75.58,3.17
2016-01-21 21:00:00,317.0,43.81,285.26,6.02,0.33,78.33,2.92
2016-01-21 22:00:00,233.33,51.57,362.73,4.73,0.3,81.08,3.0
2016-01-21 23:00:00,249.5,57.84,498.54,3.81,0.3,82.67,2.83
2016-01-22 00:00:00,304.0,60.2,496.41,3.14,0.3,84.08,2.75
2016-01-22 01:00:00,329.83,49.98,483.93,2.67,0.3,84.83,2.75
2016-01-22 02:00:00,280.83,45.31,463.26,2.21,0.3,85.08,2.67
2016-01-22 03:00:00,265.67,46.23,419.8,1.95,0.3,86.0,2.42
2016-01-22 04:00:00,264.67,42.69,385.92,1.66,0.3,86.0,2.58
2016-01-22 05:00:00,246.17,50.15,472.66,1.91,0.3,86.25,1.25
2016-01-22 06:00:00,265.67,47.35,344.3,3.38,0.3,87.0,1.75
2016-01-22 07:00:00,282.5,40.99,243.86,3.63,0.44,86.58,6.33
2016-01-22 08:00:00,267.5,32.95,182.02,3.71,1.04,86.92,25.67
2016-01-22 09:00:00,236.0,39.85,202.64,4.56,1.23,86.5,73.75
2016-01-22 10:00:00,263.0,58.37,149.56,7.5,1.38,83.17,196.58
2016-01-22 11:00:00,274.33,126.24,138.2,11.61,1.35,63.17,247.0
2016-01-22 12:00:00,386.67,185.71,96.78,14.24,1.75,49.67,294.33
2016-01-22 13:00:00,289.17,197.13,122.27,15.32,1.88,48.42,261.0
2016-01-22 14:00:00,297.67,158.04,150.87,14.28,2.75,52.5,204.0
2016-01-22 15:00:00,356.33,159.91,133.95,13.88,2.26,53.58,117.08
2016-01-22 16:00:00,329.67,130.88,139.82,12.69,2.16,56.67,52.0
2016-01-22 17:00:00,308.67,78.11,171.48,10.53,1.69,64.67,12.75
2016-01-22 18:00:00,291.67,56.67,232.97,8.77,0.98,72.75,3.08
2016-01-22 19:00:00,318.17,64.66,270.53,7.55,0.54,78.0,3.17
2016-01-22 20:00:00,335.5,63.74,266.55,6.56,0.33,81.33,3.08
2016-01-22 21:00:00,338.33,64.7,237.63,5.98,0.31,83.17,3.08
2016-01-22 22:00:00,343.17,115.91,250.58,5.33,0.3,84.0,3.0
2016-01-22 23:00:00,484.0,159.02,233.72,5.17,0.46,84.83,2.92
2016-01-23 00:00:00,546.0,71.66,208.58,4.56,0.33,85.0,2.83
2016-01-23 01:00:00,538.33,56.03,200.91,4.2,0.3,85.67,2.33
2016-01-23 02:00:00,470.33,50.49,219.58,3.52,0.31,86.0,1.58
2016-01-23 03:00:00,316.5,46.39,249.34,3.08,0.3,86.0,1.67
2016-01-23 04:00:00,285.33,47.37,298.65,2.74,0.3,86.5,1.92
2016-01-23 05:00:00,267.17,49.48,340.83,2.28,0.3,87.0,2.25
2016-01-23 06:00:00,274.67,57.58,370.89,2.1,0.3,87.0,2.33
2016-01-23 07:00:00,308.0,48.57,311.44,2.49,0.44,87.0,10.33
2016-01-23 08:00:00,221.0,30.15,122.51,3.53,0.43,87.0,46.75
2016-01-23 09:00:00,220.17,40.3,128.53,6.77,0.83,85.92,133.0
2016-01-23 10:00:00,211.17,74.59,71.56,11.74,1.37,72.67,241.83
2016-01-23 11:00:00,179.0,138.21,52.91,16.33,1.48,47.92,312.17
2016-01-23 12:00:00,135.0,168.14,67.44,18.73,1.72,39.58,323.0
2016-01-23 13:00:00,113.0,214.16,59.63,19.48,1.81,34.83,296.17
2016-01-23 14:00:00,107.0,252.42,45.84,19.84,1.4,35.08,224.5
2016-01-23 15:00:00,128.33,203.48,94.86,18.35,1.61,37.08,113.42
2016-01-23 16:00:00,153.0,109.82,192.77,16.49,1.4,42.83,48.42
2016-01-23 17:00:00,245.5,56.58,251.72,13.97,0.41,54.33,12.08
2016-01-23 18:00:00,273.83,78.39,372.09,10.92,0.31,67.33,2.83
2016-01-23 19:00:00,353.0,115.9,589.7,9.12,0.3,75.25,2.92
2016-01-23 21:00:00,361.0,61.54,303.96,8.94,0.84,81.0,2.83
2016-01-23 22:00:00,365.64,64.88,241.27,7.86,0.4,81.92,2.75
2016-01-23 23:00:00,411.0,64.23,227.81,7.02,0.32,83.5,2.83
2016-01-24 00:00:00,411.83,58.94,192.95,6.69,0.37,84.83,2.75
2016-01-24 01:00:00,433.5,54.47,195.58,5.89,0.33,85.42,3.0
2016-01-24 02:00:00,392.5,52.27,210.83,5.56,0.3,86.0,2.5
2016-01-24 03:00:00,371.0,49.3,236.74,5.2,0.3,86.08,2.83
2016-01-24 04:00:00,344.83,45.74,201.94,4.87,1.12,86.75,2.75
2016-01-24 05:00:00,301.0,36.92,124.6,4.85,1.42,87.0,2.92
2016-01-24 06:00:00,231.67,25.43,131.6,4.22,1.44,87.0,2.75
2016-01-24 07:00:00,211.0,27.0,99.8,3.5,1.56,87.08,6.5
2016-01-24 08:00:00,213.17,25.42,106.94,3.41,1.21,88.0,24.0
2016-01-24 09:00:00,197.83,25.33,139.56,3.88,1.38,87.58,50.25
2016-01-24 10:00:00,193.83,34.68,115.12,4.77,1.89,87.0,83.42
2016-01-24 11:00:00,213.5,53.61,116.43,7.97,1.81,83.25,226.92
2016-01-24 12:00:00,267.17,101.09,114.67,12.13,1.82,61.75,276.58
2016-01-24 13:00:00,278.33,161.61,112.74,13.94,1.87,53.5,243.58
2016-01-24 14:00:00,311.0,181.96,104.57,13.25,1.92,55.42,198.92
2016-01-24 15:00:00,334.17,173.51,92.04,12.62,1.63,58.0,121.83
2016-01-24 16:00:00,299.33,123.36,94.52,11.0,1.44,63.75,55.0
2016-01-24 17:00:00,298.67,65.01,105.04,8.35,1.42,72.83,12.92
2016-01-24 18:00:00,308.0,41.25,108.88,6.54,1.32,79.5,3.0
2016-01-24 19:00:00,286.83,38.74,107.66,6.1,1.51,82.67,2.92
2016-01-24 20:00:00,282.5,35.02,113.11,6.03,1.35,83.0,2.67
2016-01-24 21:00:00,284.0,31.72,102.59,5.37,1.38,83.92,2.92
2016-01-24 22:00:00,250.33,30.31,87.65,5.13,0.73,84.5,2.92
2016-01-24 23:00:00,230.0,26.54,79.5,4.83,0.94,84.0,2.92
2016-01-25 00:00:00,221.33,21.98,80.52,4.4,1.03,84.0,2.92
2016-01-25 01:00:00,220.0,23.74,76.88,3.98,1.38,84.33,2.75
2016-01-25 02:00:00,178.17,24.08,73.97,3.59,1.1,84.33,2.83
2016-01-25 03:00:00,168.33,23.34,73.61,3.64,0.98,84.0,2.83
2016-01-25 04:00:00,163.83,29.61,53.57,3.33,1.27,84.0,3.0
2016-01-25 05:00:00,155.67,33.4,47.46,3.18,1.24,83.33,3.0
2016-01-25 06:00:00,148.67,33.06,52.71,2.69,1.45,82.75,2.92
2016-01-25 07:00:00,173.83,25.3,86.43,2.72,1.37,82.42,9.08
2016-01-25 08:00:00,186.83,29.15,94.27,3.03,1.62,80.08,44.67
2016-01-25 09:00:00,212.17,36.82,122.18,5.06,1.59,74.5,124.75
2016-01-25 10:00:00,242.83,49.57,127.38,8.05,1.57,63.75,211.0
2016-01-25 11:00:00,241.0,98.09,113.37,11.08,1.63,52.33,284.25
2016-01-25 12:00:00,236.67,149.86,105.33,13.93,1.59,43.08,309.58
2016-01-25 13:00:00,232.33,202.81,84.58,14.83,2.1,37.75,286.67
2016-01-25 14:00:00,194.5,126.93,80.67,15.75,1.91,34.33,283.83
2016-01-25 15:00:00,190.33,112.51,90.16,15.68,1.57,33.83,142.33
2016-01-25 16:00:00,156.33,104.48,88.33,14.37,1.36,38.5,46.83
2016-01-25 17:00:00,158.33,37.42,148.61,11.76,0.44,47.5,13.17
2016-01-25 18:00:00,188.83,15.32,315.86,8.43,0.3,61.58,3.08
2016-01-25 19:00:00,230.17,17.15,642.09,7.27,0.32,69.75,2.75
2016-01-25 20:00:00,330.83,11.98,324.9,7.15,0.62,71.25,2.92
2016-01-25 21:00:00,275.17,12.43,355.09,6.52,0.38,73.5,3.0
2016-01-25 22:00:00,250.17,12.51,340.1,5.58,0.31,77.33,3.08
2016-01-25 23:00:00,246.67,12.47,286.99,5.02,0.32,80.58,2.83
2016-01-26 00:00:00,260.17,11.68,239.52,5.12,0.68,82.33,2.67
2016-01-26 01:00:00,309.5,12.36,190.88,5.22,0.44,83.58,2.75
2016-01-26 02:00:00,299.0,11.63,116.7,5.67,0.44,84.5,2.92
2016-01-26 03:00:00,283.0,11.5,109.45,5.64,0.35,85.0,2.92
2016-01-26 04:00:00,275.83,12.93,101.23,5.67,0.31,85.0,2.92
2016-01-26 05:00:00,264.83,12.95,115.49,5.58,0.32,85.25,2.83
2016-01-26 06:00:00,266.17,13.22,135.72,5.59,0.32,86.0,2.92
2016-01-26 07:00:00,280.0,13.01,186.32,5.67,0.31,86.0,12.67
2016-01-26 08:00:00,298.83,13.75,192.93,6.62,0.3,85.42,57.17
2016-01-26 09:00:00,334.67,28.42,189.95,9.0,0.3,79.83,117.42
2016-01-26 10:00:00,418.83,63.5,140.84,12.01,0.3,65.92,161.42
2016-01-26 11:00:00,416.0,104.53,138.43,15.27,0.71,53.08,237.33
2016-01-26 12:00:00,380.5,130.76,120.55,16.73,1.76,49.33,235.08
2016-01-26 13:00:00,377.17,168.87,88.67,17.66,1.93,46.67,223.0
2016-01-26 14:00:00,364.33,194.7,61.73,18.81,1.6,41.17,204.92
2016-01-26 15:00:00,298.5,207.44,41.34,18.31,1.99,38.92,125.42
2016-01-26 16:00:00,188.83,150.47,82.36,16.24,2.13,45.08,51.75
2016-01-26 17:00:00,204.83,65.2,143.46,13.69,1.26,55.5,12.0
2016-01-26 18:00:00,217.83,15.91,190.25,11.4,0.6,65.42,2.92
2016-01-26 19:00:00,244.17,13.93,258.67,9.93,0.38,71.42,2.92
2016-01-26 20:00:00,290.83,17.45,274.93,8.4,0.3,77.17,3.0
2016-01-26 21:00:00,348.83,17.49,390.92,7.58,0.3,80.5,2.75
2016-01-26 22:00:00,367.0,16.45,355.11,7.72,0.3,82.17,2.83
2016-01-26 23:00:00,359.33,13.39,253.33,7.87,0.31,83.0,2.67
2016-01-27 00:00:00,349.0,12.61,229.48,7.53,0.3,83.42,2.83
2016-01-27 01:00:00,357.67,12.52,229.9,7.31,0.3,84.08,2.83
2016-01-27 02:00:00,325.67,14.48,221.64,7.19,0.31,84.83,2.83
2016-01-27 03:00:00,319.67,13.68,203.52,7.14,0.3,84.67,2.92
2016-01-27 04:00:00,294.83,15.48,198.4,7.08,0.3,84.92,3.0
2016-01-27 05:00:00,281.33,15.78,211.12,6.81,0.3,84.75,2.92
2016-01-27 06:00:00,299.5,17.32,236.79,6.03,0.3,85.0,2.92
2016-01-27 07:00:00,324.83,14.21,291.41,6.09,0.3,85.17,13.83
2016-01-27 08:00:00,284.67,10.85,189.63,8.09,0.63,81.58,60.75
2016-01-27 09:00:00,249.33,49.13,106.0,12.32,0.86,67.08,117.17
2016-01-27 10:00:00,174.17,112.23,57.14,16.63,1.49,50.58,216.83
2016-01-27 11:00:00,134.0,160.85,46.07,19.57,1.64,40.17,275.67
2016-01-27 12:00:00,101.0,186.77,30.72,21.13,1.68,37.08,291.5
2016-01-27 13:00:00,90.17,186.47,32.7,21.93,1.48,36.33,274.42
2016-01-27 14:00:00,108.67,204.43,26.48,22.2,1.52,33.67,234.25
2016-01-27 15:00:00,98.33,222.78,31.53,21.53,1.24,33.5,123.75
2016-01-27 16:00:00,110.0,206.36,74.18,20.06,0.87,36.67,49.17
2016-01-27 17:00:00,144.83,57.64,198.13,17.47,0.72,49.0,13.42
2016-01-27 18:00:00,198.67,12.78,377.87,15.06,0.37,60.25,2.75
2016-01-27 19:00:00,223.83,13.78,531.73,13.7,0.41,66.42,2.67
2016-01-27 20:00:00,236.67,16.64,615.86,12.24,0.3,71.67,2.67
2016-01-27 21:00:00,277.5,20.39,832.85,10.92,0.3,77.5,2.75
2016-01-27 22:00:00,390.0,17.84,896.95,10.58,0.35,80.08,2.75
2016-01-28 03:00:00,292.0,12.02,428.11,7.73,0.3,85.0,2.75
2016-01-28 04:00:00,289.33,11.79,367.34,7.4,0.3,85.92,2.58
2016-01-28 05:00:00,277.67,12.62,390.65,7.05,0.3,86.0,2.83
2016-01-28 06:00:00,291.33,14.42,444.19,6.73,0.3,86.08,3.0
2016-01-28 07:00:00,318.0,13.67,623.91,7.18,0.3,86.75,14.0
2016-01-28 14:00:00,111.0,111.64,65.11,21.53,2.22,27.75,255.58
2016-01-28 15:00:00,111.91,142.32,63.08,20.6,2.32,30.25,135.33
2016-01-28 16:00:00,112.33,140.33,58.83,19.4,1.93,33.92,46.25
2016-01-28 17:00:00,98.67,86.23,97.78,17.27,1.18,39.92,15.25
2016-01-28 18:00:00,127.17,12.51,275.96,14.53,0.5,50.42,2.92
2016-01-28 19:00:00,160.5,11.9,404.35,13.33,0.57,58.17,3.0
2016-01-28 20:00:00,205.67,14.75,460.78,12.19,0.4,64.5,3.0
2016-01-28 21:00:00,244.0,15.82,592.35,10.69,0.31,71.58,3.0
2016-01-28 22:00:00,336.0,15.55,839.15,9.7,0.3,76.17,2.92
2016-01-28 23:00:00,336.0,14.55,737.48,9.27,0.33,78.75,3.0
2016-01-29 06:00:00,315.0,12.64,580.56,8.48,0.33,82.92,2.92
2016-01-29 07:00:00,315.0,11.39,684.86,8.53,0.41,83.0,13.92
2016-01-29 09:00:00,333.0,9.78,449.29,14.71,1.25,65.25,114.17
2016-01-29 10:00:00,306.5,50.68,92.18,18.51,1.68,48.75,188.42
2016-01-29 11:00:00,168.0,115.1,72.66,21.45,1.51,37.0,246.5
2016-01-29 12:00:00,132.33,175.03,40.88,23.27,1.29,33.0,254.5
2016-01-29 13:00:00,103.4,188.68,43.11,24.72,1.21,30.73,248.0
2016-01-29 14:00:00,108.67,147.48,139.68,22.96,1.33,36.33,123.25
2016-01-29 15:00:00,169.17,129.59,174.97,20.94,1.07,41.42,82.5
2016-01-29 16:00:00,277.33,94.94,194.67,19.85,1.04,44.42,43.92
2016-01-29 17:00:00,268.67,17.93,275.63,17.56,0.32,53.75,12.25
2016-01-29 18:00:00,299.45,13.68,416.65,15.17,0.3,65.75,2.83
2016-01-29 19:00:00,333.0,18.03,661.86,13.85,0.32,72.42,2.67
2016-01-29 21:00:00,352.0,11.0,748.29,13.09,0.35,75.92,2.67
2016-01-29 22:00:00,351.64,10.42,481.27,12.61,0.34,77.92,2.83
2016-01-29 23:00:00,351.09,8.51,282.14,12.93,0.37,76.0,2.67
2016-01-30 00:00:00,356.0,7.64,269.79,12.57,0.5,77.08,2.92
2016-01-30 01:00:00,292.0,9.03,236.74,12.12,0.32,78.17,2.92
2016-01-30 02:00:00,291.5,9.57,230.89,11.5,0.31,80.5,2.83
2016-01-30 03:00:00,286.33,8.39,287.05,10.94,0.3,82.33,2.83
2016-01-30 04:00:00,268.67,9.29,238.93,10.56,0.3,83.08,2.58
2016-01-30 05:00:00,246.0,9.18,239.9,10.28,0.35,84.0,2.67
2016-01-30 06:00:00,241.0,10.71,343.66,9.83,0.3,84.5,2.67
2016-01-30 07:00:00,272.0,9.63,408.94,10.22,0.31,84.58,13.83
2016-01-30 08:00:00,268.33,8.69,429.74,12.51,0.77,79.33,56.17
2016-01-30 09:00:00,261.33,15.0,334.26,15.83,1.47,66.67,108.08
2016-01-30 10:00:00,311.5,61.63,123.3,19.84,1.47,51.75,197.58
2016-01-30 11:00:00,281.0,138.13,96.92,22.68,1.58,44.17,249.42
2016-01-30 12:00:00,268.83,154.63,67.14,24.55,1.73,40.75,280.5
2016-01-30 13:00:00,152.5,179.97,54.92,25.95,1.24,38.0,259.25
2016-01-30 14:00:00,129.5,165.88,88.45,24.87,1.31,40.0,164.5
2016-01-30 15:00:00,156.83,158.74,90.87,23.96,0.49,42.92,86.0
2016-01-30 16:00:00,184.83,101.06,116.07,21.69,0.34,51.17,30.58
2016-01-30 17:00:00,218.17,17.39,287.5,19.64,0.33,59.92,13.5
2016-01-30 18:00:00,303.67,15.71,451.48,16.98,0.31,70.58,2.92
2016-01-30 19:00:00,377.0,18.98,721.6,15.48,0.3,76.83,2.83
2016-01-30 23:00:00,447.0,12.02,879.38,13.0,0.3,84.0,3.0
2016-01-31 00:00:00,448.67,9.84,653.93,13.03,0.36,84.75,2.92
2016-01-31 01:00:00,457.0,16.2,481.9,13.0,0.3,85.0,4.0
2016-01-31 11:00:00,214.8,65.15,72.98,17.67,2.06,59.5,156.7
2016-01-31 12:00:00,197.33,82.84,54.16,19.04,2.15,47.92,228.33
2016-01-31 13:00:00,128.17,95.97,50.66,19.62,2.49,40.33,218.83
2016-01-31 14:00:00,102.83,80.18,56.07,18.06,2.24,44.75,157.75
2016-01-31 15:00:00,118.5,83.38,70.62,17.39,1.74,41.0,82.0
2016-01-31 16:00:00,104.33,76.32,63.2,16.63,1.74,50.25,56.67
2016-01-31 17:00:00,130.67,45.86,81.58,15.47,1.25,57.33,16.75
2016-01-31 18:00:00,181.17,19.62,113.34,13.97,1.12,62.75,3.0
2016-01-31 19:00:00,199.67,12.17,184.48,12.8,0.77,69.17,2.92
2016-01-31 20:00:00,233.0,11.49,189.97,12.38,0.86,71.17,3.0
2016-01-31 21:00:00,217.0,11.44,173.02,11.73,0.83,72.33,3.0
2016-01-31 22:00:00,243.33,7.53,157.32,11.21,0.65,74.17,3.0
2016-01-31 23:00:00,156.17,10.2,144.46,10.66,0.58,76.17,3.0
2016-02-01 00:00:00,193.0,7.96,139.68,9.95,0.49,77.92,2.92
2016-02-01 01:00:00,206.17,7.42,120.0,9.6,0.54,78.42,3.08
2016-02-01 02:00:00,119.5,8.48,139.79,8.75,0.69,81.08,3.0
2016-02-01 03:00:00,106.0,7.57,139.14,8.82,0.67,81.42,3.08
2016-02-01 04:00:00,102.33,8.33,124.86,8.15,0.65,82.17,3.0
2016-02-01 05:00:00,113.67,8.65,118.1,7.75,0.64,83.0,3.0
2016-02-01 06:00:00,142.67,9.18,146.22,7.3,0.47,83.67,3.0
2016-02-01 07:00:00,175.67,8.13,258.99,6.87,1.28,84.42,16.75
2016-02-01 08:00:00,204.67,8.55,246.74,8.34,1.21,84.67,78.75
2016-02-01 09:00:00,225.83,25.05,159.19,12.43,1.93,72.0,136.83
2016-02-01 10:00:00,180.5,73.67,87.32,16.13,2.2,51.67,261.0
2016-02-01 11:00:00,127.17,119.92,65.43,18.43,2.43,38.42,330.25
2016-02-01 12:00:00,87.67,136.28,55.28,20.08,2.49,29.92,351.0
2016-02-01 13:00:00,36.17,144.41,41.99,20.47,2.98,26.83,340.33
2016-02-01 14:00:00,39.17,145.33,38.1,20.34,2.54,27.58,293.92
2016-02-01 15:00:00,53.83,154.47,41.14,19.18,2.34,31.33,147.5
2016-02-01 16:00:00,72.83,132.16,64.2,18.25,2.02,32.0,37.92
2016-02-01 17:00:00,87.5,66.36,99.92,15.94,1.37,36.0,14.5
2016-02-01 18:00:00,156.0,13.81,154.07,13.16,0.49,44.92,3.0
2016-02-01 19:00:00,110.67,10.77,259.73,11.39,0.37,54.08,3.0
2016-02-01 20:00:00,116.83,11.23,326.43,10.4,0.31,60.0,2.83
2016-02-01 21:00:00,161.45,11.38,277.77,10.02,0.37,61.25,2.92
2016-02-01 22:00:00,183.0,9.39,295.44,9.68,0.48,60.08,3.0
2016-02-01 23:00:00,163.83,7.53,195.34,8.94,0.48,60.67,3.0
2016-02-02 00:00:00,147.67,9.18,187.04,8.17,0.52,62.58,3.0
2016-02-02 01:00:00,169.33,9.41,208.26,6.54,0.32,71.5,3.0
2016-02-02 02:00:00,157.33,8.92,234.21,5.88,0.3,74.83,3.0
2016-02-02 03:00:00,141.5,8.66,229.25,5.61,0.32,74.33,3.0
2016-02-02 04:00:00,170.0,9.62,185.63,5.39,0.53,74.83,3.0
2016-02-02 05:00:00,255.33,9.38,206.76,5.23,0.8,75.0,2.92
2016-02-02 06:00:00,278.5,9.85,182.13,5.49,1.25,74.33,3.33
2016-02-02 07:00:00,255.33,9.28,169.05,6.13,1.6,71.67,21.75
2016-02-02 08:00:00,222.67,15.53,151.92,8.67,1.76,63.0,90.58
2016-02-02 09:00:00,189.17,57.97,102.25,12.58,2.69,50.0,150.08
2016-02-02 10:00:00,120.83,95.65,67.76,16.21,2.3,38.17,275.92
2016-02-02 11:00:00,71.17,140.78,51.94,18.71,2.48,30.25,330.92
2016-02-02 12:00:00,47.33,167.82,33.63,19.45,2.58,28.08,347.5
2016-02-02 13:00:00,29.67,173.97,36.8,19.68,2.67,27.75,333.83
2016-02-02 14:00:00,60.5,181.38,38.17,19.38,2.82,28.58,281.92
2016-02-02 15:00:00,71.67,186.56,40.83,18.32,2.36,30.5,136.25
2016-02-02 16:00:00,67.5,153.6,57.65,17.07,2.02,32.5,43.92
2016-02-02 17:00:00,80.83,111.3,88.86,15.17,1.42,35.75,16.5
2016-02-02 18:00:00,85.83,22.93,175.66,12.86,0.66,41.5,3.0
2016-02-02 19:00:00,106.17,11.7,353.56,11.37,0.41,49.5,2.92
2016-02-02 20:00:00,207.5,17.68,461.21,9.92,0.48,58.92,2.83
2016-02-02 21:00:00,298.67,12.6,491.15,9.18,0.4,62.08,3.0
2016-02-02 22:00:00,232.67,10.26,311.11,8.43,0.32,62.42,2.67
